Event Name,Date,Venue,City,Country,Genre,Main Artist,Supporting Artists,Ticket Price,Event Type,Venue Capacity,Event Status,Event URL,Organizer
Taylor Swift Concert,2024-09-19,Royal Albert Hall,Sydney,India,Country,Billie Eilish,"Drake, Beyoncé, The Weeknd",$125 - $442,Festival,54111,Cancelled,https://mockticketmaster.com/event/92181,Mock Promoter 2
Taylor Swift Concert,2024-08-08,Sydney Opera House,New York,USA,Electronic,Beyoncé,"BTS, Beyoncé, Drake",$155 - $266,Concert,68452,Rescheduled,https://mockticketmaster.com/event/69339,Mock Promoter 1
Beyoncé Concert,2024-12-14,O2 Arena,New York,France,Electronic,Taylor Swift,,$121 - $497,Concert,50011,Cancelled,https://mockticketmaster.com/event/29714,Mock Promoter 10
Drake Festival,2024-09-03,O2 Arena,Paris,USA,R&B,Billie Eilish,The Weeknd,$47 - $444,Festival,65669,Postponed,https://mockticketmaster.com/event/63421,Mock Promoter 2
Drake Concert,2024-12-08,Sydney Opera House,Sydney,Germany,Pop,Beyoncé,"Drake, BTS, Billie Eilish",$181 - $232,Concert,66164,Cancelled,https://mockticketmaster.com/event/59103,Mock Promoter 6
Taylor Swift Concert,2025-01-14,Hollywood Bowl,Berlin,Germany,Electronic,BTS,Ed Sheeran,$47 - $228,Festival,69127,Cancelled,https://mockticketmaster.com/event/89870,Mock Promoter 7
Ed Sheeran Festival,2024-09-19,Hollywood Bowl,Mumbai,USA,Pop,Ed Sheeran,"Drake, Ed Sheeran, Adele",$34 - $440,Festival,24487,Cancelled,https://mockticketmaster.com/event/78112,Mock Promoter 8
BTS Concert,2024-10-26,Royal Albert Hall,London,Australia,Jazz,The Weeknd,"Drake, The Weeknd, Taylor Swift",$189 - $341,Festival,52450,Postponed,https://mockticketmaster.com/event/46158,Mock Promoter 7
Adele Festival,2025-01-18,O2 Arena,London,Australia,Electronic,The Weeknd,"Drake, Taylor Swift, BTS",$142 - $308,Festival,91254,Cancelled,https://mockticketmaster.com/event/47700,Mock Promoter 4
BTS Concert,2025-01-07,O2 Arena,London,France,Jazz,The Weeknd,,$88 - $247,Concert,48911,Scheduled,https://mockticketmaster.com/event/42273,Mock Promoter 4
BTS Festival,2025-01-11,Royal Albert Hall,Paris,Germany,Classical,Beyoncé,"Taylor Swift, BTS",$166 - $289,Festival,96286,Cancelled,https://mockticketmaster.com/event/76213,Mock Promoter 7
Drake Concert,2024-08-13,O2 Arena,Paris,UK,Rock,Adele,,$184 - $400,Concert,85056,Scheduled,https://mockticketmaster.com/event/45511,Mock Promoter 8
The Weeknd Concert,2024-10-06,Hollywood Bowl,Los Angeles,USA,Hip Hop,Adele,,$178 - $289,Concert,10611,Rescheduled,https://mockticketmaster.com/event/68360,Mock Promoter 6
Taylor Swift Concert,2024-09-27,Sydney Opera House,Paris,India,Hip Hop,BTS,Ed Sheeran,$98 - $366,Festival,89563,Postponed,https://mockticketmaster.com/event/75687,Mock Promoter 5
Ed Sheeran Festival,2024-08-07,Sydney Opera House,New York,Germany,Country,The Weeknd,Beyoncé,$194 - $247,Concert,37383,Postponed,https://mockticketmaster.com/event/75693,Mock Promoter 7
BTS Festival,2025-01-14,Royal Albert Hall,Berlin,France,Country,Drake,Drake,$102 - $258,Concert,22016,Postponed,https://mockticketmaster.com/event/94060,Mock Promoter 6
Beyoncé Concert,2024-08-25,Royal Albert Hall,New York,UK,Rock,Drake,"Beyoncé, Drake, The Weeknd",$82 - $333,Festival,50317,Rescheduled,https://mockticketmaster.com/event/18770,Mock Promoter 4
Adele Festival,2024-09-12,Royal Albert Hall,Mumbai,Australia,Jazz,The Weeknd,"Adele, Taylor Swift, Ed Sheeran",$28 - $432,Concert,12556,Cancelled,https://mockticketmaster.com/event/13609,Mock Promoter 3
Billie Eilish Festival,2024-10-19,O2 Arena,London,UK,Jazz,Beyoncé,BTS,$86 - $250,Concert,59099,Scheduled,https://mockticketmaster.com/event/11525,Mock Promoter 2
Drake Concert,2024-08-26,Hollywood Bowl,Mumbai,Australia,Country,Taylor Swift,,$155 - $464,Concert,71829,Postponed,https://mockticketmaster.com/event/39141,Mock Promoter 2
The Weeknd Concert,2025-01-05,O2 Arena,Tokyo,Japan,Jazz,Taylor Swift,"Drake, Ed Sheeran, The Weeknd",$81 - $352,Concert,20322,Postponed,https://mockticketmaster.com/event/76257,Mock Promoter 8
Billie Eilish Concert,2024-09-20,Royal Albert Hall,Tokyo,USA,Pop,Billie Eilish,"Billie Eilish, Beyoncé",$71 - $458,Festival,78305,Rescheduled,https://mockticketmaster.com/event/72631,Mock Promoter 3
Taylor Swift Festival,2025-01-20,O2 Arena,Paris,Germany,Hip Hop,Beyoncé,,$69 - $286,Concert,9546,Rescheduled,https://mockticketmaster.com/event/73223,Mock Promoter 7
Billie Eilish Concert,2024-10-31,Madison Square Garden,New York,USA,Country,Taylor Swift,,$142 - $219,Festival,56588,Scheduled,https://mockticketmaster.com/event/20582,Mock Promoter 6
The Weeknd Concert,2025-01-22,O2 Arena,Mumbai,UK,Hip Hop,BTS,,$87 - $252,Festival,54833,Cancelled,https://mockticketmaster.com/event/66234,Mock Promoter 6
Drake Concert,2024-08-12,Hollywood Bowl,Berlin,France,Jazz,Taylor Swift,"Drake, Adele",$84 - $337,Festival,27213,Cancelled,https://mockticketmaster.com/event/67800,Mock Promoter 8
Beyoncé Festival,2024-10-12,Royal Albert Hall,Paris,Germany,Hip Hop,BTS,"Beyoncé, Ed Sheeran",$182 - $378,Festival,22114,Postponed,https://mockticketmaster.com/event/94924,Mock Promoter 4
Ed Sheeran Festival,2024-10-09,Hollywood Bowl,Los Angeles,Germany,Hip Hop,The Weeknd,Adele,$156 - $466,Concert,12950,Scheduled,https://mockticketmaster.com/event/75375,Mock Promoter 5
Drake Concert,2024-12-06,Sydney Opera House,Berlin,Japan,Classical,Billie Eilish,"Ed Sheeran, Adele",$133 - $417,Festival,49980,Scheduled,https://mockticketmaster.com/event/59203,Mock Promoter 1
Billie Eilish Concert,2024-10-27,Madison Square Garden,Berlin,France,Hip Hop,Ed Sheeran,"Adele, Beyoncé",$200 - $250,Festival,2091,Scheduled,https://mockticketmaster.com/event/50323,Mock Promoter 6
Billie Eilish Festival,2024-12-05,Hollywood Bowl,Mumbai,UK,Rock,Drake,"The Weeknd, BTS",$30 - $213,Festival,34531,Postponed,https://mockticketmaster.com/event/60657,Mock Promoter 7
BTS Concert,2024-11-27,Sydney Opera House,Los Angeles,USA,Jazz,Billie Eilish,"Billie Eilish, BTS",$161 - $404,Concert,21252,Cancelled,https://mockticketmaster.com/event/61128,Mock Promoter 2
Taylor Swift Concert,2024-10-18,Hollywood Bowl,Tokyo,UK,Hip Hop,The Weeknd,"Billie Eilish, The Weeknd, Taylor Swift",$157 - $245,Concert,2268,Postponed,https://mockticketmaster.com/event/71266,Mock Promoter 8
Drake Festival,2024-12-19,Sydney Opera House,Los Angeles,France,R&B,Beyoncé,"Adele, BTS, Billie Eilish",$156 - $376,Festival,15138,Rescheduled,https://mockticketmaster.com/event/86036,Mock Promoter 4
Billie Eilish Concert,2024-12-24,Madison Square Garden,Berlin,Germany,Jazz,Beyoncé,"Taylor Swift, Adele",$181 - $393,Concert,83400,Rescheduled,https://mockticketmaster.com/event/23508,Mock Promoter 8
Billie Eilish Festival,2024-08-06,Sydney Opera House,Mumbai,Australia,Rock,Adele,Taylor Swift,$185 - $220,Concert,9373,Scheduled,https://mockticketmaster.com/event/16855,Mock Promoter 4
BTS Festival,2024-10-31,Sydney Opera House,Sydney,USA,R&B,Beyoncé,,$193 - $426,Concert,66916,Cancelled,https://mockticketmaster.com/event/95633,Mock Promoter 1
The Weeknd Concert,2024-12-18,Hollywood Bowl,Tokyo,USA,Jazz,Drake,Taylor Swift,$86 - $365,Festival,28704,Cancelled,https://mockticketmaster.com/event/42664,Mock Promoter 4
BTS Concert,2024-11-11,Royal Albert Hall,Berlin,India,Classical,Ed Sheeran,"Adele, Ed Sheeran",$81 - $465,Concert,21647,Scheduled,https://mockticketmaster.com/event/35170,Mock Promoter 6
Drake Concert,2024-11-30,Madison Square Garden,Paris,USA,Pop,Adele,The Weeknd,$104 - $402,Festival,44999,Scheduled,https://mockticketmaster.com/event/71638,Mock Promoter 5
Billie Eilish Concert,2024-11-27,Sydney Opera House,Sydney,USA,Pop,Drake,"Drake, BTS",$34 - $240,Concert,10627,Cancelled,https://mockticketmaster.com/event/31420,Mock Promoter 6
Taylor Swift Festival,2025-01-13,Hollywood Bowl,Los Angeles,UK,Rock,Billie Eilish,"Adele, The Weeknd, Taylor Swift",$106 - $336,Festival,88997,Rescheduled,https://mockticketmaster.com/event/74785,Mock Promoter 3
Adele Concert,2024-09-06,Sydney Opera House,New York,Germany,Classical,The Weeknd,,$86 - $438,Festival,4616,Cancelled,https://mockticketmaster.com/event/71097,Mock Promoter 2
BTS Festival,2024-08-23,Sydney Opera House,Paris,India,Jazz,BTS,"Adele, Taylor Swift",$54 - $392,Concert,39584,Postponed,https://mockticketmaster.com/event/71370,Mock Promoter 8
Ed Sheeran Festival,2024-11-01,Royal Albert Hall,New York,Japan,Jazz,BTS,"Billie Eilish, Adele, The Weeknd",$140 - $380,Concert,10584,Scheduled,https://mockticketmaster.com/event/74490,Mock Promoter 9
BTS Festival,2024-11-12,Madison Square Garden,Los Angeles,Australia,Hip Hop,Billie Eilish,Ed Sheeran,$107 - $391,Concert,79392,Cancelled,https://mockticketmaster.com/event/14903,Mock Promoter 7
Adele Concert,2024-08-21,Hollywood Bowl,Tokyo,France,R&B,Adele,,$27 - $403,Festival,52704,Cancelled,https://mockticketmaster.com/event/83431,Mock Promoter 8
Drake Festival,2024-12-08,Sydney Opera House,London,UK,Country,Adele,"BTS, Drake",$53 - $269,Concert,43765,Scheduled,https://mockticketmaster.com/event/36151,Mock Promoter 7
Billie Eilish Concert,2024-09-18,Hollywood Bowl,Mumbai,USA,Electronic,Adele,"BTS, Adele",$151 - $454,Festival,29286,Cancelled,https://mockticketmaster.com/event/27483,Mock Promoter 8
Beyoncé Festival,2024-12-22,Hollywood Bowl,Paris,Japan,Electronic,Adele,,$63 - $228,Festival,52735,Scheduled,https://mockticketmaster.com/event/11249,Mock Promoter 1
Beyoncé Festival,2024-11-01,Madison Square Garden,Berlin,Japan,Electronic,The Weeknd,,$191 - $275,Festival,42436,Rescheduled,https://mockticketmaster.com/event/15882,Mock Promoter 3
The Weeknd Festival,2024-11-27,Royal Albert Hall,London,Germany,Hip Hop,Beyoncé,"Drake, Taylor Swift, The Weeknd",$164 - $303,Concert,98312,Rescheduled,https://mockticketmaster.com/event/77190,Mock Promoter 7
Taylor Swift Festival,2024-08-21,O2 Arena,Paris,USA,Hip Hop,Adele,Billie Eilish,$143 - $399,Festival,45260,Scheduled,https://mockticketmaster.com/event/15123,Mock Promoter 5
Taylor Swift Festival,2024-08-04,Hollywood Bowl,Tokyo,UK,Jazz,Drake,"The Weeknd, BTS, Ed Sheeran",$105 - $330,Concert,52303,Scheduled,https://mockticketmaster.com/event/22537,Mock Promoter 10
Ed Sheeran Concert,2024-12-13,Sydney Opera House,New York,India,Electronic,Ed Sheeran,,$90 - $350,Concert,25932,Postponed,https://mockticketmaster.com/event/53297,Mock Promoter 1
Billie Eilish Festival,2024-12-29,Hollywood Bowl,London,India,R&B,Taylor Swift,,$46 - $410,Concert,36437,Scheduled,https://mockticketmaster.com/event/35809,Mock Promoter 8
Adele Festival,2025-01-07,Hollywood Bowl,Los Angeles,India,Pop,Adele,"Beyoncé, Drake, Adele",$178 - $300,Concert,58889,Postponed,https://mockticketmaster.com/event/72857,Mock Promoter 7
Billie Eilish Festival,2024-11-27,Royal Albert Hall,New York,UK,Electronic,BTS,"The Weeknd, Beyoncé, Taylor Swift",$21 - $324,Concert,50615,Postponed,https://mockticketmaster.com/event/81425,Mock Promoter 9
Billie Eilish Festival,2024-08-01,Madison Square Garden,Paris,France,Jazz,Beyoncé,The Weeknd,$76 - $306,Festival,31965,Postponed,https://mockticketmaster.com/event/86666,Mock Promoter 8
The Weeknd Concert,2024-08-27,Hollywood Bowl,London,France,R&B,Ed Sheeran,,$109 - $470,Concert,82629,Scheduled,https://mockticketmaster.com/event/43576,Mock Promoter 4
The Weeknd Festival,2024-10-06,Royal Albert Hall,Mumbai,Japan,Pop,Adele,,$144 - $346,Festival,10495,Rescheduled,https://mockticketmaster.com/event/13699,Mock Promoter 6
Drake Concert,2025-01-07,Sydney Opera House,Paris,Germany,Classical,Drake,"Beyoncé, Adele, Taylor Swift",$146 - $289,Festival,35605,Rescheduled,https://mockticketmaster.com/event/73919,Mock Promoter 10
Beyoncé Concert,2024-12-08,Madison Square Garden,Tokyo,France,Pop,BTS,,$75 - $266,Festival,65878,Cancelled,https://mockticketmaster.com/event/52746,Mock Promoter 5
Ed Sheeran Concert,2024-08-24,Royal Albert Hall,London,USA,Jazz,Ed Sheeran,"Beyoncé, BTS",$39 - $293,Festival,90161,Rescheduled,https://mockticketmaster.com/event/31674,Mock Promoter 2
Adele Concert,2024-12-04,O2 Arena,Tokyo,USA,Classical,Billie Eilish,"Taylor Swift, Beyoncé, Adele",$195 - $306,Festival,2226,Postponed,https://mockticketmaster.com/event/47179,Mock Promoter 1
Billie Eilish Concert,2024-08-01,Sydney Opera House,Mumbai,UK,Rock,BTS,"Ed Sheeran, Beyoncé",$96 - $252,Concert,44767,Scheduled,https://mockticketmaster.com/event/94065,Mock Promoter 9
Taylor Swift Festival,2024-11-04,Madison Square Garden,Tokyo,Germany,Jazz,Ed Sheeran,"BTS, Drake",$143 - $498,Concert,89797,Scheduled,https://mockticketmaster.com/event/33841,Mock Promoter 4
Billie Eilish Concert,2025-01-12,Sydney Opera House,Tokyo,Germany,R&B,Beyoncé,Adele,$148 - $244,Festival,18702,Rescheduled,https://mockticketmaster.com/event/12107,Mock Promoter 10
Adele Concert,2024-11-11,Hollywood Bowl,Tokyo,France,Hip Hop,BTS,,$148 - $318,Festival,35417,Scheduled,https://mockticketmaster.com/event/94960,Mock Promoter 9
The Weeknd Concert,2024-12-03,O2 Arena,London,Germany,Pop,Drake,"BTS, Adele",$199 - $285,Concert,92231,Rescheduled,https://mockticketmaster.com/event/84627,Mock Promoter 7
Taylor Swift Concert,2024-10-11,O2 Arena,Sydney,France,Country,Beyoncé,"The Weeknd, Adele, Beyoncé",$77 - $272,Concert,4953,Scheduled,https://mockticketmaster.com/event/15271,Mock Promoter 10
Ed Sheeran Festival,2025-01-12,Hollywood Bowl,Tokyo,Japan,Hip Hop,Beyoncé,"Adele, BTS",$142 - $294,Festival,68075,Rescheduled,https://mockticketmaster.com/event/24699,Mock Promoter 1
Billie Eilish Concert,2024-09-05,Hollywood Bowl,London,Australia,Pop,Drake,,$117 - $312,Concert,50813,Scheduled,https://mockticketmaster.com/event/80354,Mock Promoter 3
Taylor Swift Festival,2024-09-21,Madison Square Garden,Los Angeles,USA,Jazz,Taylor Swift,Ed Sheeran,$34 - $424,Festival,65673,Cancelled,https://mockticketmaster.com/event/56547,Mock Promoter 3
Ed Sheeran Festival,2024-09-24,O2 Arena,London,Australia,Pop,The Weeknd,"Billie Eilish, Beyoncé",$41 - $335,Festival,24627,Cancelled,https://mockticketmaster.com/event/85054,Mock Promoter 1
Ed Sheeran Festival,2024-08-14,O2 Arena,Paris,Germany,Classical,Adele,,$118 - $354,Concert,81691,Rescheduled,https://mockticketmaster.com/event/63604,Mock Promoter 4
Ed Sheeran Festival,2025-01-08,Hollywood Bowl,Tokyo,India,Country,Ed Sheeran,"Billie Eilish, Adele, Ed Sheeran",$132 - $420,Concert,6660,Scheduled,https://mockticketmaster.com/event/67025,Mock Promoter 3
Billie Eilish Concert,2024-08-10,Hollywood Bowl,Tokyo,India,Jazz,Drake,"Taylor Swift, Drake",$144 - $250,Festival,20599,Cancelled,https://mockticketmaster.com/event/24156,Mock Promoter 10
Taylor Swift Concert,2024-12-31,Madison Square Garden,Sydney,USA,Rock,Ed Sheeran,,$85 - $394,Concert,17515,Cancelled,https://mockticketmaster.com/event/50541,Mock Promoter 7
Adele Concert,2024-08-14,Hollywood Bowl,Paris,USA,Classical,Adele,"Beyoncé, The Weeknd",$169 - $369,Festival,23296,Rescheduled,https://mockticketmaster.com/event/21819,Mock Promoter 6
Taylor Swift Concert,2024-12-14,Royal Albert Hall,London,Germany,R&B,Billie Eilish,,$107 - $389,Festival,35899,Cancelled,https://mockticketmaster.com/event/16739,Mock Promoter 5
Ed Sheeran Festival,2024-10-28,Sydney Opera House,Berlin,USA,Pop,BTS,"Adele, Drake",$197 - $333,Concert,56942,Rescheduled,https://mockticketmaster.com/event/79109,Mock Promoter 5
Billie Eilish Concert,2024-11-06,Hollywood Bowl,Paris,Germany,Electronic,Taylor Swift,"The Weeknd, Drake, Billie Eilish",$134 - $444,Festival,17592,Cancelled,https://mockticketmaster.com/event/95046,Mock Promoter 5
Ed Sheeran Festival,2024-11-16,Sydney Opera House,London,Japan,Rock,Ed Sheeran,"Drake, Billie Eilish",$84 - $460,Festival,9231,Cancelled,https://mockticketmaster.com/event/88100,Mock Promoter 7
Ed Sheeran Concert,2024-12-11,Hollywood Bowl,Berlin,France,R&B,Adele,,$29 - $486,Festival,13222,Cancelled,https://mockticketmaster.com/event/16529,Mock Promoter 9
Billie Eilish Festival,2024-09-26,Royal Albert Hall,Sydney,Australia,R&B,Ed Sheeran,,$30 - $300,Festival,20230,Scheduled,https://mockticketmaster.com/event/75415,Mock Promoter 10
Beyoncé Festival,2025-01-22,Royal Albert Hall,Paris,Japan,Hip Hop,Ed Sheeran,"Drake, Taylor Swift, BTS",$92 - $413,Festival,49048,Scheduled,https://mockticketmaster.com/event/47041,Mock Promoter 5
Ed Sheeran Concert,2025-01-21,Royal Albert Hall,Sydney,Germany,Electronic,Ed Sheeran,Taylor Swift,$180 - $319,Festival,7372,Cancelled,https://mockticketmaster.com/event/15618,Mock Promoter 2
Beyoncé Concert,2024-11-06,O2 Arena,New York,USA,Classical,Taylor Swift,,$199 - $384,Festival,6239,Cancelled,https://mockticketmaster.com/event/34235,Mock Promoter 1
Beyoncé Festival,2024-08-14,Madison Square Garden,Sydney,USA,Electronic,Drake,"BTS, Ed Sheeran, Adele",$33 - $363,Festival,87714,Postponed,https://mockticketmaster.com/event/30681,Mock Promoter 7
Taylor Swift Concert,2024-09-22,Madison Square Garden,Sydney,France,Jazz,The Weeknd,"Ed Sheeran, Drake, Taylor Swift",$71 - $326,Festival,78883,Scheduled,https://mockticketmaster.com/event/20523,Mock Promoter 1
Adele Festival,2025-01-22,Royal Albert Hall,Sydney,France,Pop,Taylor Swift,,$34 - $318,Festival,81334,Scheduled,https://mockticketmaster.com/event/35979,Mock Promoter 10
Beyoncé Concert,2024-08-11,Hollywood Bowl,Sydney,India,Electronic,Ed Sheeran,Billie Eilish,$180 - $290,Concert,30889,Scheduled,https://mockticketmaster.com/event/13305,Mock Promoter 2
Drake Concert,2025-01-19,Hollywood Bowl,Mumbai,UK,Country,Ed Sheeran,,$83 - $371,Festival,4353,Scheduled,https://mockticketmaster.com/event/63394,Mock Promoter 3
The Weeknd Concert,2024-08-13,O2 Arena,Paris,UK,Hip Hop,Ed Sheeran,"Taylor Swift, Billie Eilish, Beyoncé",$185 - $378,Concert,21387,Rescheduled,https://mockticketmaster.com/event/62478,Mock Promoter 9
Beyoncé Festival,2024-10-21,Royal Albert Hall,Mumbai,USA,Classical,Adele,"Adele, Beyoncé, The Weeknd",$191 - $394,Festival,15557,Scheduled,https://mockticketmaster.com/event/47680,Mock Promoter 5
Billie Eilish Concert,2024-12-23,Hollywood Bowl,London,France,Country,BTS,,$47 - $332,Festival,32809,Postponed,https://mockticketmaster.com/event/10113,Mock Promoter 8
BTS Festival,2024-09-06,Hollywood Bowl,Tokyo,UK,Classical,The Weeknd,"Drake, The Weeknd",$53 - $431,Concert,18248,Rescheduled,https://mockticketmaster.com/event/42282,Mock Promoter 3
Ed Sheeran Concert,2024-10-17,Royal Albert Hall,Los Angeles,UK,Pop,Billie Eilish,,$26 - $350,Festival,81598,Postponed,https://mockticketmaster.com/event/29633,Mock Promoter 1
The Weeknd Festival,2024-11-02,Madison Square Garden,Paris,India,R&B,BTS,"BTS, The Weeknd, Beyoncé",$61 - $396,Concert,83891,Cancelled,https://mockticketmaster.com/event/73960,Mock Promoter 2
Adele Concert,2024-10-27,Madison Square Garden,Los Angeles,France,Jazz,Billie Eilish,The Weeknd,$114 - $471,Concert,22695,Postponed,https://mockticketmaster.com/event/73227,Mock Promoter 4
Billie Eilish Concert,2024-10-08,Sydney Opera House,Tokyo,Germany,Hip Hop,Taylor Swift,"Billie Eilish, Taylor Swift",$50 - $338,Festival,42834,Cancelled,https://mockticketmaster.com/event/32576,Mock Promoter 9
Ed Sheeran Concert,2024-11-02,Royal Albert Hall,London,India,Hip Hop,Drake,,$172 - $494,Concert,97902,Rescheduled,https://mockticketmaster.com/event/23311,Mock Promoter 4
Drake Concert,2024-09-14,Madison Square Garden,Tokyo,France,Hip Hop,BTS,"The Weeknd, Billie Eilish, Taylor Swift",$197 - $340,Festival,8359,Rescheduled,https://mockticketmaster.com/event/49327,Mock Promoter 5
Beyoncé Concert,2024-12-23,O2 Arena,New York,UK,Hip Hop,Adele,"The Weeknd, Taylor Swift, Adele",$29 - $313,Festival,43925,Postponed,https://mockticketmaster.com/event/76575,Mock Promoter 4
Drake Concert,2024-11-06,Hollywood Bowl,Los Angeles,UK,Jazz,The Weeknd,,$174 - $331,Festival,73315,Rescheduled,https://mockticketmaster.com/event/53150,Mock Promoter 10
BTS Festival,2025-01-11,Sydney Opera House,Los Angeles,USA,Country,Taylor Swift,"Taylor Swift, Drake, Ed Sheeran",$198 - $428,Festival,17927,Cancelled,https://mockticketmaster.com/event/47962,Mock Promoter 6
The Weeknd Festival,2024-11-22,Madison Square Garden,Los Angeles,Australia,Rock,Ed Sheeran,"Ed Sheeran, Drake, Adele",$190 - $476,Festival,58296,Postponed,https://mockticketmaster.com/event/56978,Mock Promoter 9
The Weeknd Festival,2024-08-24,Sydney Opera House,Los Angeles,Australia,Pop,Adele,Ed Sheeran,$32 - $313,Festival,47387,Postponed,https://mockticketmaster.com/event/69624,Mock Promoter 4
Taylor Swift Festival,2024-09-03,Sydney Opera House,Los Angeles,India,Rock,The Weeknd,"Billie Eilish, Ed Sheeran, Adele",$195 - $344,Concert,55370,Scheduled,https://mockticketmaster.com/event/40065,Mock Promoter 6
Taylor Swift Concert,2024-11-02,O2 Arena,Sydney,USA,Pop,Drake,"Adele, Ed Sheeran",$105 - $350,Concert,93438,Cancelled,https://mockticketmaster.com/event/47027,Mock Promoter 5
Beyoncé Festival,2024-11-28,Sydney Opera House,London,Australia,Country,Adele,"Billie Eilish, Drake",$152 - $272,Concert,13339,Rescheduled,https://mockticketmaster.com/event/62522,Mock Promoter 10
Ed Sheeran Festival,2024-10-22,Royal Albert Hall,Paris,USA,Jazz,Taylor Swift,"Drake, The Weeknd",$55 - $411,Concert,45379,Cancelled,https://mockticketmaster.com/event/99005,Mock Promoter 1
Billie Eilish Festival,2025-01-04,Sydney Opera House,Tokyo,France,Pop,The Weeknd,Adele,$35 - $449,Festival,79269,Cancelled,https://mockticketmaster.com/event/65175,Mock Promoter 2
Beyoncé Concert,2024-09-15,Madison Square Garden,Sydney,India,R&B,Billie Eilish,"Ed Sheeran, Beyoncé",$162 - $371,Festival,60901,Cancelled,https://mockticketmaster.com/event/50360,Mock Promoter 10
Billie Eilish Concert,2024-10-16,Hollywood Bowl,Los Angeles,Germany,Jazz,Ed Sheeran,The Weeknd,$86 - $297,Festival,47785,Postponed,https://mockticketmaster.com/event/71613,Mock Promoter 9
Adele Concert,2024-10-11,Sydney Opera House,Mumbai,Australia,Hip Hop,Beyoncé,,$23 - $455,Festival,47411,Cancelled,https://mockticketmaster.com/event/82115,Mock Promoter 4
Adele Festival,2025-01-05,Hollywood Bowl,Berlin,UK,Electronic,Drake,"The Weeknd, Drake, Billie Eilish",$112 - $424,Festival,13747,Postponed,https://mockticketmaster.com/event/45463,Mock Promoter 1
Adele Concert,2024-11-05,O2 Arena,Berlin,Australia,Jazz,Taylor Swift,"Ed Sheeran, BTS, The Weeknd",$41 - $237,Concert,22366,Scheduled,https://mockticketmaster.com/event/48716,Mock Promoter 4
The Weeknd Concert,2024-11-20,Madison Square Garden,Los Angeles,Japan,Electronic,Ed Sheeran,"BTS, Billie Eilish",$49 - $496,Concert,88028,Postponed,https://mockticketmaster.com/event/65765,Mock Promoter 1
Billie Eilish Concert,2024-11-11,Hollywood Bowl,Tokyo,Germany,Classical,Taylor Swift,"Drake, Taylor Swift",$57 - $233,Concert,23420,Rescheduled,https://mockticketmaster.com/event/65264,Mock Promoter 1
Taylor Swift Concert,2024-10-16,O2 Arena,Paris,India,Rock,Taylor Swift,"The Weeknd, Taylor Swift, Adele",$115 - $500,Festival,45108,Postponed,https://mockticketmaster.com/event/71192,Mock Promoter 8
Taylor Swift Festival,2025-01-06,O2 Arena,New York,UK,R&B,Drake,Drake,$52 - $419,Concert,44242,Cancelled,https://mockticketmaster.com/event/10491,Mock Promoter 5
The Weeknd Concert,2024-11-28,Sydney Opera House,Mumbai,USA,Electronic,Adele,"Adele, Billie Eilish, The Weeknd",$175 - $437,Festival,10753,Postponed,https://mockticketmaster.com/event/37965,Mock Promoter 3
Ed Sheeran Concert,2024-11-04,O2 Arena,Berlin,Australia,Classical,Adele,The Weeknd,$186 - $336,Concert,47975,Postponed,https://mockticketmaster.com/event/94870,Mock Promoter 4
The Weeknd Concert,2024-12-29,Hollywood Bowl,New York,Japan,Electronic,Billie Eilish,Beyoncé,$39 - $232,Concert,25462,Postponed,https://mockticketmaster.com/event/37101,Mock Promoter 9
The Weeknd Concert,2025-01-15,Sydney Opera House,Tokyo,Australia,Hip Hop,The Weeknd,"Ed Sheeran, Drake, Taylor Swift",$20 - $247,Concert,42580,Scheduled,https://mockticketmaster.com/event/15662,Mock Promoter 5
The Weeknd Festival,2024-09-06,Hollywood Bowl,Tokyo,Australia,R&B,BTS,"Billie Eilish, BTS, Taylor Swift",$118 - $210,Concert,94625,Postponed,https://mockticketmaster.com/event/19782,Mock Promoter 10
Beyoncé Festival,2024-08-22,Hollywood Bowl,Sydney,Japan,Classical,Ed Sheeran,"Billie Eilish, Taylor Swift",$63 - $381,Concert,7030,Scheduled,https://mockticketmaster.com/event/89880,Mock Promoter 4
The Weeknd Festival,2024-09-08,Madison Square Garden,London,India,Electronic,Adele,Billie Eilish,$90 - $348,Concert,4287,Rescheduled,https://mockticketmaster.com/event/27014,Mock Promoter 6
Beyoncé Concert,2024-09-28,Royal Albert Hall,Tokyo,USA,R&B,Ed Sheeran,,$117 - $496,Concert,57272,Cancelled,https://mockticketmaster.com/event/61952,Mock Promoter 6
Beyoncé Concert,2024-11-26,Sydney Opera House,Los Angeles,Germany,Pop,Billie Eilish,The Weeknd,$28 - $298,Concert,27525,Postponed,https://mockticketmaster.com/event/91370,Mock Promoter 4
The Weeknd Festival,2024-12-01,Royal Albert Hall,Paris,USA,Country,Adele,Drake,$192 - $385,Concert,57337,Rescheduled,https://mockticketmaster.com/event/61084,Mock Promoter 8
Adele Concert,2024-09-27,Sydney Opera House,Paris,France,Rock,Beyoncé,Adele,$152 - $285,Festival,56032,Cancelled,https://mockticketmaster.com/event/11010,Mock Promoter 5
Drake Concert,2024-12-06,O2 Arena,Paris,India,Country,Drake,The Weeknd,$166 - $240,Festival,78333,Cancelled,https://mockticketmaster.com/event/47458,Mock Promoter 6
Beyoncé Concert,2024-12-17,Royal Albert Hall,Sydney,France,Electronic,Taylor Swift,,$32 - $340,Festival,47596,Rescheduled,https://mockticketmaster.com/event/50230,Mock Promoter 6
